user_id,age,plan_tier,monthly_spend,is_active,age_group,subscription_tenure_days,watch_count,unique_movies,total_watch_time,avg_watch_time,watch_days,recent_watch_count,days_since_last_watch,avg_progress,completion_rate,download_ratio,avg_rating
user_05069,38.0,1,7.2,1,3,448,10,10,646.1,64.61,10,0.0,150,59.59,0.1,0.3,4.5
user_04169,34.0,2,6.1,0,3,1149,6,6,497.4,82.89999999999999,6,0.0,97,40.8,0.0,0.3333333333333333,0.0
user_02523,45.0,4,13.48,1,4,1015,7,6,513.1999999999999,73.3142857142857,6,2.0,14,32.4,0.0,0.7142857142857143,3.5
user_00135,16.0,3,15.86,0,1,896,10,8,1217.9,121.79,8,2.0,26,38.94,0.0,0.1,3.0
user_01161,35.0,2,4.86,0,3,751,10,10,563.5,56.35,10,1.0,22,43.04,0.1,0.3,3.6666666666666665
user_09625,13.0,3,11.66,0,1,931,13,10,624.6,48.04615384615385,11,2.0,12,45.46923076923077,0.0,0.0,3.6666666666666665
user_01659,23.0,3,3.14,1,2,1005,15,14,1016.8,67.78666666666666,14,1.0,29,38.49333333333333,0.0666666666666666,0.2,3.25
user_03644,21.0,3,3.64,0,2,406,7,7,331.1,47.3,7,0.0,49,52.67142857142858,0.2857142857142857,0.1428571428571428,2.0
user_09699,22.0,4,25.38,1,2,851,11,11,819.7,74.51818181818182,11,1.0,15,52.309090909090905,0.0909090909090909,0.2727272727272727,3.6666666666666665
user_05353,42.0,2,5.38,0,4,786,12,12,536.3,44.69166666666666,12,2.0,3,47.325,0.0,0.3333333333333333,1.6666666666666667
user_01634,25.0,2,2.01,0,2,335,12,11,635.9,52.99166666666667,11,1.0,8,47.7,0.1666666666666666,0.1666666666666666,4.5
user_06055,19.0,2,16.83,1,1,785,21,19,1677.7,79.89047619047619,19,2.0,20,42.04761904761905,0.0952380952380952,0.1904761904761904,2.5
user_00944,30.0,2,8.95,0,3,292,7,7,225.8,32.25714285714286,7,0.0,83,50.22857142857144,0.0,0.1428571428571428,3.0
user_03341,42.0,2,13.48,1,4,534,16,14,504.5,31.53125,15,2.0,999,30.59375,0.125,0.125,4.0
user_03910,52.0,2,7.99,0,5,193,10,9,507.2,50.72,9,0.0,114,44.55,0.0,0.2,2.5
user_06698,10.0,3,1.98,0,1,946,10,9,643.0,64.3,9,0.0,68,41.8,0.0,0.0,2.6666666666666665
user_08916,36.0,3,5.64,1,3,168,10,9,871.0,87.1,10,0.0,57,40.010000000000005,0.1,0.2,2.5
user_08932,39.0,1,0.98,1,3,1225,7,7,1027.9,146.84285714285713,7,0.0,362,45.385714285714286,0.2857142857142857,0.1428571428571428,0.0
user_02118,43.0,3,21.8,1,4,400,11,10,574.6,52.23636363636364,10,0.0,74,51.50909090909091,0.2727272727272727,0.3636363636363636,3.0
user_02167,34.0,3,7.64,0,3,1130,9,9,435.7,48.41111111111111,9,0.0,87,52.05555555555556,0.1111111111111111,0.3333333333333333,2.5
user_00029,28.0,1,12.06,0,2,422,8,8,278.9,34.8625,8,0.0,100,46.2,0.125,0.25,3.0
user_03030,32.0,2,1.35,1,3,928,8,8,425.4,53.175,8,1.0,15,53.1375,0.125,0.125,3.5
user_02593,44.0,2,23.7,1,4,1032,8,8,518.5,64.8125,8,0.0,188,62.625,0.125,0.625,2.0
user_08267,48.0,3,10.36,0,4,686,8,7,386.4,48.3,7,0.0,130,8.0875,0.0,0.125,3.0
user_07184,38.0,3,24.31,1,3,256,10,9,829.6,82.96000000000001,9,0.0,216,42.85,0.0,0.2,0.0
user_08935,43.0,1,17.61,1,4,863,12,10,502.3,41.85833333333333,10,0.0,152,47.55833333333334,0.25,0.1666666666666666,4.25
user_03229,33.0,2,12.64,1,3,263,18,17,780.3000000000001,43.35,17,0.0,34,44.68333333333333,0.1666666666666666,0.2777777777777778,0.0
user_07356,41.0,3,13.29,0,4,257,7,7,382.7,54.67142857142857,7,0.0,119,47.81428571428571,0.1428571428571428,0.0,3.0
user_09124,40.0,2,4.81,0,4,990,15,14,603.3,40.22,15,2.0,18,34.14,0.0,0.0666666666666666,3.5
user_05873,42.0,4,12.28,0,4,632,8,7,543.2,67.9,7,1.0,17,47.8375,0.0,0.625,3.5
user_07104,29.0,2,13.84,0,2,381,12,10,566.9,47.24166666666667,10,1.0,16,47.28333333333333,0.0,0.25,3.25
user_09740,37.0,2,17.35,1,3,492,14,14,1152.2,82.3,14,1.0,8,37.65714285714286,0.0714285714285714,0.2142857142857142,4.0
user_02891,30.0,2,35.84,0,3,672,9,8,385.3,42.81111111111111,8,0.0,41,48.4,0.0,0.1111111111111111,0.0
user_07177,25.0,2,20.03,0,2,468,7,7,211.0,30.142857142857142,7,1.0,26,44.142857142857146,0.1428571428571428,0.1428571428571428,2.0
user_06166,52.0,3,25.76,0,5,383,7,7,386.5,55.21428571428572,7,1.0,18,50.51428571428572,0.2857142857142857,0.1428571428571428,4.0
user_06286,11.0,2,10.31,0,1,354,10,8,628.5,62.85,9,2.0,20,49.27,0.2,0.1,3.0
user_01765,42.0,2,24.65,0,4,814,7,7,418.0,59.71428571428572,7,0.0,37,45.971428571428575,0.0,0.1428571428571428,0.0
user_07766,32.0,1,4.66,0,3,625,10,10,443.1,44.31,10,1.0,27,53.07000000000001,0.0,0.0,3.6666666666666665
user_03737,20.0,1,6.06,0,2,326,9,8,347.9,38.65555555555555,8,0.0,43,50.644444444444446,0.2222222222222222,0.3333333333333333,4.0
user_01034,23.0,2,13.49,0,2,500,10,10,634.1,63.41,10,0.0,65,33.59,0.1,0.2,4.5
user_05918,36.0,3,10.36,0,3,1050,12,11,428.6,35.71666666666667,11,0.0,89,43.3,0.0833333333333333,0.0833333333333333,4.0
user_09481,29.0,4,13.48,1,2,859,15,14,1502.6,100.17333333333332,14,4.0,4,66.13333333333334,0.2666666666666666,0.3333333333333333,3.6
user_09661,30.0,2,3.36,0,3,265,13,12,695.2,53.47692307692308,11,1.0,5,29.96153846153846,0.0769230769230769,0.2307692307692307,5.0
user_05017,40.0,1,13.48,0,4,454,9,9,537.4,59.71111111111111,9,1.0,17,41.03333333333333,0.0,0.1111111111111111,3.0
user_02288,46.0,1,30.95,0,4,1143,10,10,546.1,54.61,10,1.0,6,44.43,0.1,0.2,4.0
user_03018,59.0,3,13.13,1,5,1158,13,13,879.1,67.62307692307692,12,1.0,30,46.14615384615384,0.1538461538461538,0.0,3.0
user_07578,49.0,4,13.9,1,4,598,13,13,1570.3,120.79230769230767,13,0.0,47,45.43076923076923,0.1538461538461538,0.0769230769230769,2.6666666666666665
user_02838,41.0,3,8.76,0,4,430,11,11,394.0,35.81818181818182,11,1.0,5,46.78181818181818,0.0,0.1818181818181818,4.0
user_01626,33.0,3,23.8,0,3,930,13,12,434.5,33.42307692307692,12,0.0,43,53.892307692307696,0.0,0.3076923076923077,4.333333333333333
user_04219,30.0,4,10.78,0,3,850,8,8,414.7,51.8375,8,0.0,80,55.525,0.125,0.25,3.5
user_04519,22.0,3,26.17,0,2,159,6,6,309.3,51.55,6,0.0,219,62.7,0.0,0.1666666666666666,5.0
user_00527,15.0,3,63.34,0,1,585,9,8,717.3,79.69999999999999,8,0.0,106,54.077777777777776,0.1111111111111111,0.1111111111111111,2.0
user_04579,41.0,1,3.91,0,4,343,11,9,451.5,41.04545454545455,9,5.0,16,37.42727272727273,0.0,0.1818181818181818,0.0
user_02487,38.0,2,33.62,1,3,1224,14,14,1024.1,73.14999999999999,14,0.0,60,63.221428571428575,0.1428571428571428,0.0714285714285714,3.0
user_08902,26.0,3,2.65,1,2,957,15,13,743.6,49.57333333333334,14,0.0,74,45.24,0.0666666666666666,0.2,3.5
user_04346,27.0,4,10.19,1,2,737,10,10,551.3,55.13,10,1.0,999,48.35,0.0,0.3,2.0
user_07441,10.0,2,3.63,0,1,598,8,8,419.7,52.4625,8,0.0,75,41.3875,0.0,0.125,1.6666666666666667
user_08597,28.0,3,11.56,0,2,331,11,11,636.1,57.82727272727273,10,2.0,17,45.25454545454546,0.0909090909090909,0.1818181818181818,0.0
user_02592,35.0,3,11.85,0,3,601,9,8,476.8,52.97777777777778,8,1.0,22,24.05555555555556,0.0,0.2222222222222222,4.25
user_00671,49.0,3,2.58,0,4,814,6,6,349.1,58.18333333333334,6,0.0,143,35.06666666666667,0.0,0.5,0.0
user_01562,50.0,2,8.5,1,5,1128,16,15,913.1,57.06875,15,3.0,3,47.33125,0.125,0.0625,2.5
user_00545,21.0,2,15.17,0,2,551,10,10,415.5,41.55,10,1.0,13,45.1,0.1,0.2,4.5
user_01137,39.0,2,11.74,0,3,518,10,9,469.2000000000001,46.92,9,0.0,75,33.239999999999995,0.0,0.2,5.0
user_07994,22.0,3,51.19,1,2,1207,12,11,540.6,45.05,11,0.0,78,61.71666666666667,0.3333333333333333,0.0,3.25
user_04007,36.0,2,21.49,0,3,279,11,11,716.0,65.0909090909091,11,2.0,6,36.53636363636363,0.0,0.1818181818181818,3.0
user_02958,27.0,2,5.96,0,2,961,7,7,397.4,56.771428571428565,7,0.0,70,38.21428571428572,0.0,0.4285714285714285,3.0
user_09191,40.0,3,15.68,1,4,333,10,10,441.9,44.19,10,0.0,160,58.83,0.2,0.6,2.5
user_01170,49.0,3,10.88,0,4,210,12,11,546.8,45.56666666666666,11,0.0,163,39.53333333333333,0.0,0.0833333333333333,4.0
user_08071,31.0,2,311.84,1,3,297,12,11,554.4,46.2,11,0.0,98,61.208333333333336,0.0,0.25,4.0
user_02104,30.0,2,9.42,0,3,965,7,7,451.6,64.51428571428572,7,0.0,82,56.642857142857146,0.0,0.1428571428571428,2.333333333333333
user_03375,23.0,3,3.45,1,2,204,16,15,957.9,59.86875,15,0.0,138,67.2875,0.125,0.1875,3.5
user_05366,20.0,3,10.75,0,2,562,8,8,417.3,52.1625,8,0.0,38,37.0,0.125,0.0,2.0
user_07327,26.0,1,13.48,0,2,865,7,7,336.2,48.02857142857143,7,1.0,16,47.67142857142857,0.2857142857142857,0.1428571428571428,0.0
user_02290,56.0,4,0.15,1,5,708,6,6,354.5,59.083333333333336,6,0.0,175,56.01666666666667,0.1666666666666666,0.3333333333333333,4.0
user_06248,21.0,2,25.26,0,2,1084,9,9,276.8,30.75555555555556,9,0.0,36,43.077777777777776,0.1111111111111111,0.2222222222222222,4.5
user_05819,31.0,4,1.76,0,3,1085,12,12,579.0,48.25,12,2.0,1,46.56666666666666,0.0833333333333333,0.3333333333333333,3.0
user_01703,45.0,4,7.73,1,4,286,10,10,1003.4,100.34,9,0.0,269,38.99,0.1,0.2,3.0
user_00404,27.0,4,9.18,0,2,662,12,11,756.9,63.075,11,0.0,144,46.09166666666667,0.0,0.0,0.0
user_05180,52.0,2,11.65,1,5,1200,13,12,709.8,54.6,12,1.0,27,46.12307692307692,0.0,0.1538461538461538,3.6666666666666665
user_06513,19.0,2,5.01,0,1,434,9,9,457.8,50.86666666666667,9,1.0,29,46.0,0.0,0.2222222222222222,4.0
user_08032,25.0,3,10.43,1,2,860,16,15,1049.7,65.60625,15,1.0,30,60.35,0.1875,0.25,2.333333333333333
user_03174,27.0,1,13.48,1,2,604,14,12,938.1,67.00714285714285,12,1.0,7,51.92142857142857,0.2142857142857142,0.2142857142857142,3.0
user_04504,27.0,3,21.4,0,2,382,8,7,261.4,32.675,7,0.0,186,51.05,0.0,0.125,5.0
user_00314,32.0,2,34.68,0,3,260,10,9,359.1,35.910000000000004,9,1.0,13,44.14,0.1,0.4,4.0
user_02317,37.0,1,5.75,0,3,1224,11,10,955.4,86.85454545454546,10,0.0,137,37.56363636363636,0.0909090909090909,0.0909090909090909,3.0
user_07954,50.0,3,20.54,1,5,1121,10,9,710.0,71.0,9,0.0,147,69.4,0.3,0.4,1.8
user_06872,42.0,2,2.71,0,4,185,13,13,818.7,62.97692307692308,13,0.0,113,40.24615384615385,0.0769230769230769,0.0,3.0
user_06763,47.0,3,8.52,1,4,233,14,14,852.5,60.892857142857146,14,2.0,999,42.31428571428571,0.1428571428571428,0.2857142857142857,2.0
user_04525,51.0,2,13.97,1,5,1071,11,11,762.6,69.32727272727273,10,0.0,88,41.45454545454545,0.0,0.1818181818181818,4.333333333333333
user_06101,94.0,1,17.03,1,9,515,12,11,560.8,46.73333333333333,10,2.0,999,60.41666666666666,0.25,0.4166666666666667,4.0
user_07491,29.0,4,7.6,0,2,851,11,10,453.6,41.23636363636364,10,0.0,33,54.21818181818182,0.0909090909090909,0.2727272727272727,2.8
user_04413,48.0,2,26.61,0,4,988,11,9,455.6,41.41818181818182,9,0.0,221,35.72727272727273,0.0909090909090909,0.0909090909090909,0.0
user_09675,36.0,1,14.94,0,3,508,13,13,571.8,43.98461538461538,13,1.0,5,52.638461538461534,0.1538461538461538,0.2307692307692307,2.0
user_03755,24.0,4,10.05,1,2,772,12,12,770.4,64.2,12,0.0,93,47.44166666666666,0.1666666666666666,0.1666666666666666,4.5
user_07770,31.0,3,7.04,1,3,1208,12,12,542.1,45.175,12,0.0,99,66.10833333333333,0.1666666666666666,0.0833333333333333,3.0
user_06493,36.0,2,36.27,1,3,729,15,15,964.3,64.28666666666666,15,1.0,27,53.9,0.0,0.0666666666666666,2.0
user_02372,40.0,3,18.64,0,4,1096,8,8,493.3,61.6625,8,0.0,213,32.4625,0.0,0.0,3.5
user_00384,31.0,2,29.21,0,3,192,12,12,696.3,58.025,12,1.0,25,41.94166666666667,0.0,0.1666666666666666,0.0
user_01756,27.0,4,17.41,0,2,466,11,10,629.6,57.23636363636364,10,0.0,35,42.845454545454544,0.0,0.0909090909090909,3.6666666666666665
user_06455,42.0,3,9.0,1,4,672,13,12,748.5999999999999,57.584615384615375,12,0.0,44,52.06153846153847,0.2307692307692307,0.1538461538461538,3.333333333333333
user_09183,54.0,3,7.08,1,5,762,9,9,928.2,103.13333333333334,9,0.0,90,43.25555555555556,0.0,0.0,4.0
user_06951,17.0,3,5.23,0,1,395,10,10,867.8,86.78,10,0.0,74,35.980000000000004,0.0,0.2,0.0
user_04699,34.0,4,22.6,0,3,538,8,8,369.7,46.2125,8,1.0,20,38.8375,0.0,0.125,3.333333333333333
user_06390,40.0,3,10.22,0,4,438,9,9,640.4,71.15555555555555,9,1.0,29,29.866666666666667,0.0,0.2222222222222222,4.0
user_05270,13.0,1,1.92,0,1,920,17,17,567.6,33.38823529411765,17,2.0,26,45.4,0.1176470588235294,0.1764705882352941,3.0
user_01023,71.0,3,16.23,1,7,745,10,9,376.9,37.69,9,0.0,130,51.45,0.1,0.1,2.0
user_05188,54.0,4,28.21,1,5,291,10,10,819.5,81.95,9,1.0,11,42.8,0.0,0.1,4.0
user_09928,48.0,2,8.85,0,4,973,9,9,338.9,37.65555555555555,9,1.0,1,47.28888888888889,0.1111111111111111,0.1111111111111111,3.5
user_00391,19.0,2,9.17,1,1,929,13,10,996.2,76.63076923076923,10,1.0,14,64.09230769230768,0.0769230769230769,0.2307692307692307,5.0
user_06138,25.0,3,20.14,0,2,269,10,10,406.5,40.65,8,1.0,4,40.96,0.0,0.2,4.0
user_01676,40.0,2,35.53,0,4,610,10,8,356.0,35.6,8,1.0,2,41.3,0.0,0.2,0.0
user_04294,36.0,1,27.17,1,3,1119,5,5,860.0999999999999,172.01999999999998,5,0.0,52,73.58,0.2,0.2,2.0
user_05397,46.0,2,13.86,0,4,857,8,8,257.79999999999995,32.224999999999994,8,0.0,110,45.4375,0.0,0.25,3.25
user_09921,23.0,3,12.0,0,2,599,15,14,1049.7,69.98,14,4.0,999,49.333333333333336,0.0,0.2,4.0
user_05164,38.0,2,4.09,1,3,423,12,11,838.1,69.84166666666667,11,0.0,106,49.23333333333333,0.0833333333333333,0.25,3.5
user_01102,32.0,4,13.48,1,3,281,7,7,1197.3000000000002,171.04285714285717,7,0.0,89,49.1,0.1428571428571428,0.2857142857142857,4.5
user_04943,33.0,3,7.16,1,3,926,16,16,948.7,59.29375,16,2.0,999,51.61875,0.0625,0.1875,3.6666666666666665
user_00863,29.0,2,17.01,0,2,427,8,8,529.2,66.15,8,2.0,12,53.55,0.125,0.125,3.0
user_07959,24.0,4,12.53,1,2,230,15,15,822.7,54.84666666666667,15,1.0,9,61.82,0.1333333333333333,0.4,0.0
user_08331,28.0,3,13.48,0,2,975,19,17,957.9,50.41578947368421,17,0.0,36,47.2,0.1578947368421052,0.1578947368421052,3.0
user_01588,36.0,1,8.94,0,3,863,6,6,811.6999999999999,135.28333333333333,6,1.0,18,48.73333333333333,0.1666666666666666,0.0,3.0
user_02121,52.0,1,20.83,1,5,1154,14,13,870.5,62.17857142857143,13,0.0,39,44.41428571428571,0.0714285714285714,0.1428571428571428,4.5
user_06945,38.0,2,39.08,1,3,1009,11,11,733.4,66.67272727272727,11,0.0,80,59.33636363636364,0.0909090909090909,0.1818181818181818,3.6666666666666665
user_08511,32.0,2,11.39,0,3,600,6,6,248.2,41.36666666666667,6,0.0,70,12.933333333333332,0.0,0.6666666666666666,1.0
user_05463,40.0,2,8.58,1,4,432,6,6,280.4,46.73333333333333,6,0.0,247,65.46666666666667,0.1666666666666666,0.5,4.0
user_03578,50.0,2,7.97,1,5,991,11,11,670.1,60.91818181818182,11,0.0,107,54.08181818181818,0.0909090909090909,0.1818181818181818,3.333333333333333
user_01657,38.0,1,13.48,1,3,570,14,13,965.7,68.97857142857143,13,0.0,43,42.96428571428572,0.0714285714285714,0.2857142857142857,2.0
user_07576,38.0,2,5.05,0,3,410,13,13,519.6,39.96923076923077,13,1.0,23,35.58461538461539,0.0,0.2307692307692307,2.333333333333333
user_06318,46.0,3,23.06,0,4,783,11,11,536.9,48.809090909090905,11,0.0,145,46.44545454545455,0.0909090909090909,0.1818181818181818,3.5
